"locale","key","term","partOfSpeech","termCategory","phonetic","definition","definitionSource","sampleSentence","extended","termSource","dateFirstRecorded","commentary"
"fr-FR","merged-mining","Merged Mining","","","","The act of mining two or more cryptocurrencies at the same time, without sacrificing overall mining performance","https://academy.binance.com/fr/glossary/merged-mining","","","https://academy.binance.com/fr/glossary/merged-mining","2025-02-01",""
"fr-FR","merkle-patricia-trie","Arbre de Merkle","","","","","","","","","",""
"fr-FR","merkle-tree","Arbres de Merkle","","","","Arbre de Merkle | Définition : Une façon d’organiser et de structurer de grandes quantités de données pour les rendre plus faciles à traiter. Une structure de données basée sur le hachage.","https://academy.binance.com/fr/glossary/merkle-tree","","","https://academy.binance.com/fr/glossary/merkle-tree","2025-02-01",""
"fr-FR","mesh","Mesh","","","","","","","","","",""
"fr-FR","metadata","métadonnées","","","","Data that includes information about other data, such as information about features of a specific transaction.","https://academy.binance.com/fr/glossary/metadata","","","https://academy.binance.com/fr/glossary/metadata","2025-02-01",""
"fr-FR","metamask","MetaMask","","","","","","","","","",""
"fr-FR","metamask-flask","Metamask Flask","","","","","","","","","",""
"fr-FR","metamask-institutional","Metamask Institutional","","","","","","","","","",""
"fr-FR","metamask-learn","Metamask Learn","","","","","","","","","",""
"fr-FR","metamask-swaps","MetaMask Swaps","","","","","","","","","",""
"fr-FR","metaverse","métavers","","","","Le metaverse est un concept d’environnement virtuel 3D persistant, en ligne, dont beaucoup pensent qu’il sera un élément clé des expériences numériques futures.","https://academy.binance.com/fr/glossary/metaverse","","","https://academy.binance.com/fr/glossary/metaverse","2025-02-01",""
"fr-FR","mev","Valeur extractible maximum (MEV)","","","","","","","","","",""
"fr-FR","mfa","MFA","","","","","","","","","",""
"fr-FR","microtransactions","Microtransactions","","","","Découvrez le monde des microtransactions dans le contexte de la blockchain et découvrez comment le réseau Lightning Network continue de révolutionner les paiements Bitcoin.","https://academy.binance.com/fr/glossary/microtransactions","","","https://academy.binance.com/fr/glossary/microtransactions","2025-02-01",""
"fr-FR","miner","mineur","","","","","","","","","",""
"fr-FR","miner-tip","pourboire du mineur","","","","","","","","","",""
"fr-FR","mining","minage","","","","Minage | Définition : La vérification des transactions sur un réseau blockchain, dans lequel les transactions sont ajoutées en tant qu’entrées dans un registre blockchain.","https://academy.binance.com/fr/glossary/mining","","","https://academy.binance.com/fr/glossary/mining","2025-02-01",""
"fr-FR","mining-farm","Mining Farm","","","","A collection of many miners, often in a warehouse or large data center devoted to mining cryptocurrencies","https://academy.binance.com/fr/glossary/mining-farm","","","https://academy.binance.com/fr/glossary/mining-farm","2025-02-01",""
"fr-FR","mint","minter","","","","L’émission (ou <em>minting</em> en anglais) ajoute de nouveaux tokens dans l’écosystème crypto, leur permettant d’être tradés ou utilisés au sein du réseau. L’émission, bien que similaire au minage possède ses propres particularités.","https://academy.binance.com/fr/glossary/mint","","","https://academy.binance.com/fr/glossary/mint","2025-02-01",""
"fr-FR","mnemonic-phrase","phrase mnémotechnique","","","","","","","","","",""
"fr-FR","mobikwik","MobiKwik","","","","","","","","","",""
"fr-FR","modular-blockchain","blockchain modulaire -- Chaîne de blocs modulaire","","","","","","","","","",""
"fr-FR","monetary-policy","Politique monétaire","","","","Politique monétaire | Définition : Désigne les politiques que les autorités élaborent et adoptent pour contrôler la masse monétaire et les taux d’intérêt d’un pays.","https://academy.binance.com/fr/glossary/monetary-policy","","","https://academy.binance.com/fr/glossary/monetary-policy","2025-02-01",""
"fr-FR","money-markets","Marchés monétaires","","","","Les marchés monétaires sont des marchés sur lesquels les particuliers et les institutions négocient des instruments financiers à court terme comme les bons du Trésor et les CD. Apprenez-en plus à ce sujet sur Binance Academy.","https://academy.binance.com/fr/glossary/money-markets","","","https://academy.binance.com/fr/glossary/money-markets","2025-02-01",""
"fr-FR","monitoring-tag","Libellé de surveillance","","","","Libellé utilisé sur la plateforme Binance pour classer les projets de cryptomonnaie qui sont relativement plus établis que les projets portant le libellé de financement.","https://academy.binance.com/fr/glossary/monitoring-tag","","","https://academy.binance.com/fr/glossary/monitoring-tag","2025-02-01",""
"fr-FR","moon","Moon","","","","A colloquial expression used to describe a cryptocurrency or other asset that is experiencing a strong upward market trend.","https://academy.binance.com/fr/glossary/moon","","","https://academy.binance.com/fr/glossary/moon","2025-02-01",""
"fr-FR","moonpay","MoonPay","","","","","","","","","",""
"fr-FR","moving-average-envelopes","Enveloppes de moyennes mobiles","","","","Découvrez les enveloppes de moyennes mobiles, des outils d’AT composés de deux bandes placées autour d’une moyenne mobile centrale. Apprenez comment elles fonctionnent et les avantages qu’elles offrent.","https://academy.binance.com/fr/glossary/moving-average-envelopes","","","https://academy.binance.com/fr/glossary/moving-average-envelopes","2025-02-01",""
"fr-FR","moving-average-ribbon","Ruban de moyennes mobiles","","","","Découvrez les rubans de moyennes mobiles, combinaisons de moyennes mobiles utilisées pour identifier les tendances du marché, la dynamique du marché et les revirements potentiels du marché.","https://academy.binance.com/fr/glossary/moving-average-ribbon","","","https://academy.binance.com/fr/glossary/moving-average-ribbon","2025-02-01",""
"fr-FR","mt-gox","Mt. Gox","","","","Découvrez l’ascension et la chute de Mt. Gox, autrefois la plus grande plateforme d’échange de Bitcoin. Découvrez son effondrement, ses failles de sécurité, ses conséquences juridiques et bien plus encore sur Binance Academy.","https://academy.binance.com/fr/glossary/mt-gox","","","https://academy.binance.com/fr/glossary/mt-gox","2025-02-01",""
"fr-FR","multi-sig","Multisig","","","","","","","","","",""
"fr-FR","multi-signature-wallet","portefeuille multi-signature (Multisig)","","","","","","","","","",""
"fr-FR","multisignature","Multisignature","","","","Wallet which requires another party to authorize a transaction before it is broadcasted to the network.","https://academy.binance.com/fr/glossary/multisignature","","","https://academy.binance.com/fr/glossary/multisignature","2025-02-01",""
"fr-FR","nakamoto-consensus","Consensus de Nakamoto","","","","Découvrez le Consensus de Nakamoto, un protocole important créé par Satoshi Nakamoto qui a permis la création de réseaux blockchain sécurisés et décentralisés.","https://academy.binance.com/fr/glossary/nakamoto-consensus","","","https://academy.binance.com/fr/glossary/nakamoto-consensus","2025-02-01",""
"fr-FR","nested-blockchain","blockchain imbriquée -- chaîne de blocs imbriquée","","","","","","","","","",""
"fr-FR","net-asset-value-nav","Valeur liquidative (VL)","","","","La valeur liquidative (VL) est la valeur des actifs d’une entité moins ses passifs. Cette donnée permet aux investisseurs de comprendre le prix de chaque action d’un fonds commun de placement ou d’un ETF.","https://academy.binance.com/fr/glossary/net-asset-value-nav","","","https://academy.binance.com/fr/glossary/net-asset-value-nav","2025-02-01",""
"fr-FR","network","réseau","","","","","","","","","",""
"fr-FR","network-congestion","congestion de réseau","","","","","","","","","",""
"fr-FR","nfc","Communication en champ proche (NFC)","","","","","","","","","",""
"fr-FR","nft","NFT","","","","","","","","","",""
"fr-FR","nft-aggregator","Agrégateur NFT","","","","","","","","","",""
"fr-FR","nft-drop","Mise en vente de NFT","","","","","","","","","",""
"fr-FR","nft-floor-prices","Prix planchers des NFT","","","","Les prix planchers représentent la valeur la plus basse à laquelle vous pouvez acheter un NFT au sein d’une collection.","https://academy.binance.com/fr/glossary/nft-floor-prices","","","https://academy.binance.com/fr/glossary/nft-floor-prices","2025-02-01",""
"fr-FR","nft-mystery-boxes","NFT Mystery Boxes","","","","Non-fungible token (NFT) mystery boxes are a type of digital collectible that contain a random assortment of NFTs that are unknown the buyer until they open the box.","https://academy.binance.com/fr/glossary/nft-mystery-boxes","","","https://academy.binance.com/fr/glossary/nft-mystery-boxes","2025-02-01",""
"fr-FR","ngmi","NGMI","","","","NGMI est l’acronyme de « Not Gonna Make It », soit « Nous n’allons pas réussir ». L’expression est utilisée pour exprimer un sentiment de pessimisme quant à la possibilité de réussir ou de surmonter un défi.","https://academy.binance.com/fr/glossary/ngmi","","","https://academy.binance.com/fr/glossary/ngmi","2025-02-01",""
"fr-FR","ngrave","Ngrave","","","","","","","","","",""
"fr-FR","node","nœud","","","","A participant on a blockchain network that communicates with other participants to ensure the security and integrity of the system.","https://academy.binance.com/fr/glossary/node","","","https://academy.binance.com/fr/glossary/node","2025-02-01",""
"fr-FR","non-fungible-token","jeton non fongible","","","","","","","","","",""
"fr-FR","non-fungible-token-nft","Token non fongible (NFT)","","","","un type de token cryptographique qui représente un actif numérique ou physique unique et qui n’est pas interchangeable.","https://academy.binance.com/fr/glossary/non-fungible-token-nft","","","https://academy.binance.com/fr/glossary/non-fungible-token-nft","2025-02-01",""
"fr-FR","nonce","nonce","","","","A single-use arbitrary string or number generated for verification purposes to prevent replaying past transactions.","https://academy.binance.com/fr/glossary/nonce","","","https://academy.binance.com/fr/glossary/nonce","2025-02-01",""
"fr-FR","oco-order","OCO Order","","","","An OCO (One Cancels the Other) order allows you to place two orders at the same time. It combines a limit order with a stop-limit order but only one of them can be executed.","https://academy.binance.com/fr/glossary/oco-order","","","https://academy.binance.com/fr/glossary/oco-order","2025-02-01",""
